"Performance Index, Trend"
"All Districts, All Schools"
"Notes:"
"The Performance Index is the average performance of students in a subject area (i.e., ELA, Mathematics or Science) on the state summative assessments."
"The Performance Index ranges from 0-100 and is reported for all students and for students in each individual student group."
"Connecticut's ultimate target for a Performance Index is 75."

"",,,,,,"2015-16",,,"2016-17",,,"2017-18",,
"Montville School District","=""0860011""","Montville High School","=""0866111""","English Language Learners (EL)","English Learners","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","English Language Learners (EL)","Not English Learners","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Gender","Female",60.5,55.5,63.8,64.2,57.4,62.2,"*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Gender","Male",55.6,54.1,64.5,60.5,58.5,55.2,55.3,54.9,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Gender","Non-Binary","N/A","N/A","N/A","N/A","N/A","N/A","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Grade","10","N/A","N/A",64.1,"N/A","N/A",58.6,"N/A","N/A","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Grade","11",58.0,54.8,"N/A",62.6,57.9,"N/A",58.8,55.8,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs (F/R, EL or SWD)","High Needs",49.3,47.7,55.7,53.9,50.3,50.6,51.3,51.4,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","High Needs (F/R, EL or SWD)","Not High Needs",63.8,59.4,68.8,66.7,61.5,64.1,63.7,58.8,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",48.3,46.0,57.8,56.6,53.4,53.1,53.6,53.5,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",63.1,59.4,66.9,64.8,59.5,61.6,61.4,57.1,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","American Indian or Alaska Native","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","Asian","*","*",72.5,71.0,70.3,"*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","Black or African American","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","Hispanic or Latino","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","Native Hawaiian or Other Pacific Islander","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Race/Ethnicity","White",57.0,53.9,64.1,62.8,57.7,59.5,57.4,54.8,"N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education Status (SWD)","Students with Disabilities","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Montville High School","=""0866111""","Special Education Status (SWD)","Students without Disabilities",61.2,57.3,66.2,64.4,59.7,60.8,60.5,57.1,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","All Students","School",83.0,76.8,67.7,81.5,77.6,69.1,81.8,80.6,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","English Language Learners (EL)","English Learners","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","English Language Learners (EL)","Not English Learners","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Gender","Female",85.3,77.6,72.2,83.2,77.5,66.4,83.9,80.8,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Gender","Male",80.8,76.1,64.0,80.0,77.6,72.4,79.7,80.4,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Grade","03",80.1,74.1,"N/A",77.1,70.9,"N/A",75.9,75.1,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Grade","04",89.0,78.1,"N/A",82.6,76.6,"N/A",82.3,81.0,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Grade","05",79.7,78.0,67.7,85.4,85.5,69.1,86.4,85.3,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","High Needs (F/R, EL or SWD)","High Needs",73.8,68.0,57.5,73.3,69.8,"*",74.5,75.5,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","High Needs (F/R, EL or SWD)","Not High Needs",88.6,82.2,74.3,86.2,82.0,73.4,86.2,83.7,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",77.3,71.2,"*",75.6,70.6,"*",77.3,76.9,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",85.0,78.8,69.9,83.7,80.1,71.6,83.4,81.9,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Race/Ethnicity","American Indian or Alaska Native","*","*","N/A","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Race/Ethnicity","Asian","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Race/Ethnicity","Black or African American","*","*","N/A","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Race/Ethnicity","Hispanic or Latino","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Race/Ethnicity","Two or More Races","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Race/Ethnicity","White",83.9,77.3,68.5,82.4,78.8,71.9,81.1,80.1,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Special Education Status (SWD)","Students with Disabilities",67.1,62.4,"*","*","*","*",65.2,70.1,"N/A"
"Montville School District","=""0860011""","Oakdale School","=""0860511""","Special Education Status (SWD)","Students without Disabilities",86.4,79.9,71.3,83.9,79.1,71.2,84.9,82.6,"N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","All Students","School","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","English Language Learners (EL)","Not English Learners","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Gender","Female","*","*","*","N/A","N/A","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Gender","Male","*","*","*","*","*","*","N/A","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Grade","10","N/A","N/A","*","N/A","N/A","*","N/A","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Grade","11","*","*","N/A","*","*","N/A","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","High Needs (F/R, EL or SWD)","High Needs","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","High Needs (F/R, EL or SWD)","Not High Needs","N/A","N/A","*","N/A","N/A","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Race/Ethnicity","American Indian or Alaska Native","*","*","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Race/Ethnicity","Black or African American","N/A","N/A","*","*","*","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Race/Ethnicity","Two or More Races","N/A","N/A","*","*","*","N/A","N/A","N/A","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Race/Ethnicity","White","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Special Education Status (SWD)","Students with Disabilities","*","*","*","*","*","*","*","*","N/A"
"Montville School District","=""0860011""","Palmer Academy","=""0869011""","Special Education Status (SWD)","Students without Disabilities","N/A","N/A","*","*","*","*","*","*","N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","All Students","School",66.8,64.6,"N/A",62.4,62.9,"N/A",67.6,64.3,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","English Language Learners (EL)","English Learners","*","*","N/A","*","*","N/A","*","*","N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","English Language Learners (EL)","Not English Learners",67.3,64.9,"N/A",62.9,63.2,"N/A",68.4,66.0,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Gender","Female",68.0,64.7,"N/A",66.1,64.4,"N/A",70.5,65.8,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Gender","Male",65.8,64.5,"N/A",59.5,61.8,"N/A",64.4,62.6,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Grade","03",67.3,63.7,"N/A",61.2,59.0,"N/A",66.0,64.0,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Grade","04",66.2,65.6,"N/A",63.7,67.4,"N/A",69.1,64.5,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","High Needs (F/R, EL or SWD)","High Needs",63.9,61.7,"N/A",57.6,59.3,"N/A",61.9,58.3,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","High Needs (F/R, EL or SWD)","Not High Needs",77.0,74.9,"N/A",73.1,71.1,"N/A",79.9,77.5,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",64.6,62.4,"N/A",59.0,60.5,"N/A",62.1,58.9,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",72.5,70.6,"N/A",68.2,67.1,"N/A",78.5,74.7,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Race/Ethnicity","Asian","*","*","N/A","*","*","N/A","*","*","N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Race/Ethnicity","Black or African American","*","*","N/A","*","*","N/A","*","*","N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Race/Ethnicity","Hispanic or Latino",70.2,66.5,"N/A",61.0,61.8,"N/A",62.9,58.2,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Race/Ethnicity","Two or More Races","*","*","N/A","*","*","N/A","*","*","N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Race/Ethnicity","White",66.2,65.6,"N/A",64.9,65.7,"N/A",73.3,68.9,"N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Special Education Status (SWD)","Students with Disabilities","*","*","N/A","*","*","N/A","*","*","N/A"
"Naugatuck School District","=""0880011""","Andrew Avenue School","=""0880811""","Special Education Status (SWD)","Students without Disabilities",70.4,68.0,"N/A",65.6,66.2,"N/A",70.8,68.2,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","All Students","School",62.7,50.1,52.5,65.8,58.8,52.6,65.2,62.1,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","English Language Learners (EL)","English Learners","*","*","*",55.6,55.6,"*",50.4,52.8,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","English Language Learners (EL)","Not English Learners",63.3,50.6,52.9,66.4,59.0,53.1,66.5,63.0,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Gender","Female",66.4,50.8,51.6,70.9,60.3,51.8,70.5,63.9,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Gender","Male",59.8,49.5,53.1,61.3,57.5,53.4,60.6,60.6,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Grade","07",66.2,53.5,"N/A",68.1,62.0,"N/A",68.1,64.3,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Grade","08",59.1,46.7,52.5,63.6,55.6,52.6,62.5,60.0,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","High Needs (F/R, EL or SWD)","High Needs",55.5,43.2,47.8,57.7,51.7,47.4,59.1,56.7,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","High Needs (F/R, EL or SWD)","Not High Needs",71.8,58.8,58.5,75.9,67.5,58.7,75.0,70.8,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Free/Reduced Price Meal Eligibility (2-level)","Eligible For Free Or Reduced Price Meals",57.1,45.1,48.1,60.5,53.0,48.9,60.6,57.7,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Free/Reduced Price Meal Eligibility (2-level)","Not Eligible For Free Or Reduced Price Meals",67.9,54.8,56.6,70.2,63.7,55.7,70.8,67.4,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Race/Ethnicity","Asian",78.2,67.0,"*","*","*","*",71.4,71.5,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Race/Ethnicity","Black or African American",55.5,45.2,48.7,61.7,54.5,47.6,61.7,54.3,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Race/Ethnicity","Hispanic or Latino",55.5,43.9,47.7,61.3,53.4,45.8,61.6,58.3,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Race/Ethnicity","Two or More Races",64.1,46.6,"*",67.0,54.7,"*",55.8,56.7,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Race/Ethnicity","White",64.7,51.9,53.8,67.9,61.5,55.4,68.1,65.2,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Special Education Status (SWD)","Students with Disabilities",39.4,29.8,42.5,42.1,35.8,39.2,41.3,38.9,"N/A"
"Naugatuck School District","=""0880011""","City Hill Middle School","=""0885111""","Special Education Status (SWD)","Students without Disabilities",68.2,54.9,55.0,71.3,63.9,55.4,70.3,67.1,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","All Students","School",69.4,59.8,49.0,64.1,63.0,48.0,67.9,67.3,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","English Language Learners (EL)","English Learners","*","*","*",59.9,61.0,"*",60.0,62.1,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","English Language Learners (EL)","Not English Learners",70.0,60.3,"*",64.5,63.2,47.8,68.6,67.8,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Gender","Female",72.0,60.7,48.3,68.7,63.3,50.7,72.0,67.3,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Gender","Male",67.0,59.0,49.9,60.1,62.7,45.9,64.4,67.4,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Grade","05",67.4,58.5,49.0,60.0,60.4,48.0,67.8,69.0,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","Grade","06",71.1,61.0,"N/A",68.6,65.8,"N/A",67.9,65.6,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","High Needs (F/R, EL or SWD)","High Needs",62.8,52.2,41.4,58.9,56.8,44.8,61.9,60.7,"N/A"
"Naugatuck School District","=""0880011""","Cross Street Intermediate School","=""0880211""","High Needs (F/R, EL or SWD)","Not High Needs",76.5,68.1,57.2,69.6,69.4,51.9,75.2,75.4,"N/A"
